1|1|Aulnay|Chez Philou|||48.935450|2.501501|new
2|1|Mesnils|La ferme des mesnils||12b Avenue d'Urville Pont a Chaussy|48.935450|2.501501|new
3|1|Gerbeviller|Chez Sandra||15 quai des vosges Gerbeviller|48.49291|6.511481|new
