1|1|lipo1000mah|battery|1|new
2|1|builtin|air_temperature|1|new
3|1|builtin|soil_moisture|0|new
4|2|lipo1000mah|battery|1|new
5|2|builtin|air_temperature|1|new
6|2|builtin|soil_moisture|0|new
7|1|builtin|soil_temperature|1|new
8|2|builtin|soil_temperature|1|new
